LineCode,StationCode,CompanyName,LineName,StationName,Note,CompanyName_en,LineName_en,StationName_en
e1f,853,"大阪市交通局",,"松島公園前",,"Osaka Municipal Transportation Bureau",,"Matsushima Kōenmae"
e1f,854,"大阪市交通局",,"千代崎橋",,"Osaka Municipal Transportation Bureau",,"千代崎橋"
e1f,855,"大阪市交通局",,"京町堀一丁目",,"Osaka Municipal Transportation Bureau",,"Kyōmachibori ichi-chōme"
e1f,856,"大阪市交通局",,"靱本町一丁目",,"Osaka Municipal Transportation Bureau",,"Utsubohon machiitchōme"
e1f,857,"大阪市交通局",,"立売堀二丁目","いたちぼりにちょうめ","Osaka Municipal Transportation Bureau",,"Itachiborinichōme"
e1f,858,"大阪市交通局",,"西大橋",,"Osaka Municipal Transportation Bureau",,"Nishiōhashi"
e1f,859,"大阪市交通局",,"北堀江二丁目",,"Osaka Municipal Transportation Bureau",,"Kitahorie nichōme"
e1f,85a,"大阪市交通局",,"京町堀二丁目",,"Osaka Municipal Transportation Bureau",,"Kyōmachibori nichōme"
e1f,85b,"大阪市交通局",,"岡崎橋",,"Osaka Municipal Transportation Bureau",,"Okazaki hashi"
e1f,85c,"大阪市交通局",,"立売堀三丁目",,"Osaka Municipal Transportation Bureau",,"Itachibori sanchōme"
e1f,85d,"大阪市交通局",,"千島団地前",,"Osaka Municipal Transportation Bureau",,"千島団地前"
e1f,85e,"大阪市交通局",,"白髪橋",,"Osaka Municipal Transportation Bureau",,Shiragabashi
e1f,85f,"大阪市交通局",,"地下鉄西長堀",,"Osaka Municipal Transportation Bureau",,"Chikatetsu Nishinagahori"
e1f,860,"大阪市交通局",,"あみだ池",,"Osaka Municipal Transportation Bureau",,Amidaike
e1f,861,"大阪市交通局",,"日之出住宅前",,"Osaka Municipal Transportation Bureau",,"Hinode jūtaku mae"
e1f,862,"大阪市交通局",,"東淀川駅前",,"Osaka Municipal Transportation Bureau",,"Higashiyodogawa ekimae"
e1f,863,"大阪市交通局",,"大東町一丁目",,"Osaka Municipal Transportation Bureau",,"Daitō machiitchōme"
e1f,900,"大阪市交通局",,"桃ヶ池公園",,"Osaka Municipal Transportation Bureau",,"Momogaikekōen"
e1f,901,"大阪市交通局",,"加美南南口",,"Osaka Municipal Transportation Bureau",,"Kamiminami Minamiguchi"
e1f,902,"大阪市交通局",,"浜三丁目",,"Osaka Municipal Transportation Bureau",,"Hama sanchōme"
e1f,903,"大阪市交通局",,"浜四丁目",,"Osaka Municipal Transportation Bureau",,"Hama yonchōme"
e1f,904,"大阪市交通局",,"焼野",,"Osaka Municipal Transportation Bureau",,Yakeno
e1f,905,"大阪市交通局",,"鉄道病院",,"Osaka Municipal Transportation Bureau",,"Tetsudōbyōin"
e1f,906,"大阪市交通局",,"天王寺町南一丁目",,"Osaka Municipal Transportation Bureau",,"Ten'nōjichōminami ichi-chōme"
e1f,907,"大阪市交通局",,"天王寺町南二丁目",,"Osaka Municipal Transportation Bureau",,"Ten'nōjichōminami nichōme"
e1f,908,"大阪市交通局",,"桑津西口",,"Osaka Municipal Transportation Bureau",,"Kuwadzu nishiguchi"
e1f,909,"大阪市交通局",,"中桑津",,"Osaka Municipal Transportation Bureau",,"Chū Kuwadzu"
e1f,90a,"大阪市交通局",,"中島川東","なかじまがわひがし","Osaka Municipal Transportation Bureau",,"Nakajima Kawahigashi"
e1f,90b,"大阪市交通局",,"中島新橋",,"Osaka Municipal Transportation Bureau",,"中島新橋"
e1f,90c,"大阪市交通局",,"中島川西","なかじまがわにし","Osaka Municipal Transportation Bureau",,"Nakajima Kawanishi"
e1f,90d,"大阪市交通局",,"南港東六丁目",,"Osaka Municipal Transportation Bureau",,"Nankōhigashi roku-chōme"
e1f,90f,"大阪市交通局",,"南港東八丁目",,"Osaka Municipal Transportation Bureau",,"Nankōhigashi hachi-chōme"
e1f,910,"大阪市交通局",,"平野公園前",,"Osaka Municipal Transportation Bureau",,"Hirano Kōenmae"
e1f,912,"大阪市交通局",,"浅香東住宅前",,"Osaka Municipal Transportation Bureau",,"Asaka Azuma jūtaku mae"
e1f,913,"大阪市交通局",,"八尾駅筋","9A系統","Osaka Municipal Transportation Bureau",,"Yao-eki suji"
e1f,915,"大阪市交通局",,"新大阪駅前",,"Osaka Municipal Transportation Bureau",,"Shin'ōsaka ekimae"
e1f,916,"大阪市交通局",,"加美北四丁目",,"Osaka Municipal Transportation Bureau",,"Kamikita yonchōme"
e1f,917,"大阪市交通局",,"加美正覚寺",,"Osaka Municipal Transportation Bureau",,"Kamishōgakuji"
e1f,918,"大阪市交通局",,"コスモスクエア駅前",,"Osaka Municipal Transportation Bureau",,"Kosumosukuea ekimae"
e1f,919,"大阪市交通局",,"茨田東小学校前",,"Osaka Municipal Transportation Bureau",,"茨田 Azumashōgakkō mae"
e1f,91a,"大阪市交通局",,"南津守二丁目",,"Osaka Municipal Transportation Bureau",,"Minamitsumori nichōme"
e1f,91b,"大阪市交通局",,"千本松橋西詰",,"Osaka Municipal Transportation Bureau",,"千本松橋西詰"
e1f,91c,"大阪市交通局",,"ふれあい港館前",,"Osaka Municipal Transportation Bureau",,"Fureai Minato Tatemae"
e1f,91d,"大阪市交通局",,"浜口西三丁目",,"Osaka Municipal Transportation Bureau",,"Hamaguchinishi sanchōme"
e1f,91e,"大阪市交通局",,"トレードセンター前",,"Osaka Municipal Transportation Bureau",,"Torēdosentā mae"
e1f,920,"大阪市交通局",,"コスモスクエア東",,"Osaka Municipal Transportation Bureau",,"Kosumosukuea azuma"
e1f,921,"大阪市交通局",,"東中島二丁目",,"Osaka Municipal Transportation Bureau",,"Higashinakajima nichōme"
e1f,922,"大阪市交通局",,"南港中四丁目",,"Osaka Municipal Transportation Bureau",,"Nankōnaka yonchōme"
e1f,923,"大阪市交通局",,"北島二丁目",,"Osaka Municipal Transportation Bureau",,"Kitajima nichōme"
e1f,924,"大阪市交通局",,"大正区役所前",,"Osaka Municipal Transportation Bureau",,"Taishō kuyakusho mae"
e1f,925,"大阪市交通局",,"鶴町四丁目北",,"Osaka Municipal Transportation Bureau",,"Tsurumachi yonchōme kita"
e1f,926,"大阪市交通局",,"南港東五丁目",,"Osaka Municipal Transportation Bureau",,"Nankōhigashi go-chōme"
e1f,927,"大阪市交通局",,"豊新四丁目",,"Osaka Municipal Transportation Bureau",,"Hōshin yonchōme"
e1f,928,"大阪市交通局",,"見本市会場東口",,"Osaka Municipal Transportation Bureau",,"Mihon'ichi kaijō higashiguchi"
e1f,92b,"大阪市交通局",,"緑木一丁目",,"Osaka Municipal Transportation Bureau",,"Midorigi ichi-chōme"
e1f,92c,"大阪市交通局",,"コスモスクエア南",,"Osaka Municipal Transportation Bureau",,"Kosumosukuea minami"
e1f,92d,"大阪市交通局",,"地下鉄北加賀屋",,"Osaka Municipal Transportation Bureau",,"Chikatetsu Kitakagaya"
e1f,92e,"大阪市交通局",,"放出東二丁目",,"Osaka Municipal Transportation Bureau",,"Hanatenhigashi nichōme"
e1f,92f,"大阪市交通局",,"汎愛高校前",,"Osaka Municipal Transportation Bureau",,"Han'ai Kōkōmae"
e1f,930,"大阪市交通局",,"今津中三丁目",,"Osaka Municipal Transportation Bureau",,"Imadzunaka sanchōme"
e1f,931,"大阪市交通局",,"今津北三丁目",,"Osaka Municipal Transportation Bureau",,"Imadzukita sanchōme"
e1f,933,"大阪市交通局",,"下新庄駅西口","赤バス西淡路～区役所ルート","Osaka Municipal Transportation Bureau",,"Shimoshinjō-eki nishiguchi"
e1f,934,"大阪市交通局",,"下新庄四丁目","赤バス西淡路～区役所ルート","Osaka Municipal Transportation Bureau",,"Shimoshinjō yonchōme"
e1f,935,"大阪市交通局",,"下新庄五丁目","赤バス西淡路～区役所ルート","Osaka Municipal Transportation Bureau",,"Shimoshinjō go-chōme"
e1f,936,"大阪市交通局",,"下新庄公園北口","赤バス西淡路～区役所ルート","Osaka Municipal Transportation Bureau",,"Shimoshinjō kōenkitaguchi"
e1f,937,"大阪市交通局",,"東淀川郵便局前",,"Osaka Municipal Transportation Bureau",,"Higashiyodogawa yūbinkyokumae"
e1f,938,"大阪市交通局",,"豊新二丁目",,"Osaka Municipal Transportation Bureau",,"Hōshin nichōme"
e1f,939,"大阪市交通局",,"東淀川区役所前","赤バス西淡路～区役所ルート","Osaka Municipal Transportation Bureau",,"Higashiyodogawa kuyakusho mae"
e1f,93a,"大阪市交通局",,"豊新一丁目","赤バス西淡路～区役所ルート","Osaka Municipal Transportation Bureau",,"Hōshin ichi-chōme"
e1f,93b,"大阪市交通局",,"中津",,"Osaka Municipal Transportation Bureau",,Nakatsu
e1f,93d,"大阪市交通局",,"大淀中四丁目","58系統","Osaka Municipal Transportation Bureau",,"Ōyodonaka yonchōme"
e1f,93e,"大阪市交通局",,"大淀中五丁目",,"Osaka Municipal Transportation Bureau",,"Ōyodonaka go-chōme"
e1f,93f,"大阪市交通局",,"上海老江",,"Osaka Municipal Transportation Bureau",,"Ue Ebie"
e1f,940,"大阪市交通局",,"海老江",,"Osaka Municipal Transportation Bureau",,Ebie
e1f,941,"大阪市交通局",,"新森七丁目",,"Osaka Municipal Transportation Bureau",,"Shinmori nana-chōme"
e1f,942,"大阪市交通局",,"新森七丁目東",,"Osaka Municipal Transportation Bureau",,"Shinmori nana chōmehigashi"
e1f,943,"大阪市交通局",,"緑四丁目","45系統","Osaka Municipal Transportation Bureau",,"Midoriyonchōme"
e1f,944,"大阪市交通局",,"緑三丁目",,"Osaka Municipal Transportation Bureau",,"Midorisanchōme"
e1f,945,"大阪市交通局",,"東淀中学校前",,"Osaka Municipal Transportation Bureau",,"Higashi Yodo chūgakkō mae"
e1f,946,"大阪市交通局",,"北淀高校前",,"Osaka Municipal Transportation Bureau",,"Kita Yodo Kōkōmae"
e1f,947,"大阪市交通局",,"豊里六丁目",,"Osaka Municipal Transportation Bureau",,"Toyosato roku-chōme"
e1f,948,"大阪市交通局",,"豊里団地前",,"Osaka Municipal Transportation Bureau",,"Toyosato danchi mae"
e1f,949,"大阪市交通局",,"豊里団地西口",,"Osaka Municipal Transportation Bureau",,"Toyosato danchinishiguchi"
e1f,94a,"大阪市交通局",,"柴谷橋西詰",,"Osaka Municipal Transportation Bureau",,"Shibatani Hashinishi tsume"
e1f,94b,"大阪市交通局",,"ポートタウン東駅前",,"Osaka Municipal Transportation Bureau",,"Pōtotaun Higashiekimae"
e1f,94c,"大阪市交通局",,"出戸バスターミナル",,"Osaka Municipal Transportation Bureau",,"Deto basutāminaru"
e1f,94d,"大阪市交通局",,"常吉一丁目",,"Osaka Municipal Transportation Bureau",,"Tsuneyoshi ichi-chōme"
e1f,94e,"大阪市交通局",,"常吉二丁目東口企業団地前",,"Osaka Municipal Transportation Bureau",,"Tsuneyoshi 二丁目東口企業団地前"
e1f,94f,"大阪市交通局",,"常吉二丁目企業団地前",,"Osaka Municipal Transportation Bureau",,"Tsuneyoshi 二丁目企業団地前"
e1f,951,"大阪市交通局",,"西出戸",,"Osaka Municipal Transportation Bureau",,"Nishi Deto"
e1f,953,"大阪市交通局",,"長吉出戸小学校前",,"Osaka Municipal Transportation Bureau",,"Nagayoshideto shōgakkō mae"
e1f,954,"大阪市交通局",,"長吉高校前",,"Osaka Municipal Transportation Bureau",,"Nagayoshikōkōmae"
e1f,955,"大阪市交通局",,"南港大橋北詰",,"Osaka Municipal Transportation Bureau",,"Nankōōhashi Kitadzume"
e1f,956,"大阪市交通局",,"南港中央公園北",,"Osaka Municipal Transportation Bureau",,"Nankō Chūōkōen Kita"
e1f,957,"大阪市交通局",,"おりおの五丁目",,"Osaka Municipal Transportation Bureau",,"Ori ono go-chōme"
e1f,958,"大阪市交通局",,"苅田小学校前",,"Osaka Municipal Transportation Bureau",,"Kanda shōgakkō mae"
e1f,959,"大阪市交通局",,"あびこ大橋北詰",,"Osaka Municipal Transportation Bureau",,"Abikoōhashikitadzume"
e1f,95a,"大阪市交通局",,"南港中五丁目",,"Osaka Municipal Transportation Bureau",,"Nankōnaka go-chōme"
e1f,95b,"大阪市交通局",,"柴谷二丁目",,"Osaka Municipal Transportation Bureau",,"Shibatani nichōme"
e1f,95c,"大阪市交通局",,"平林大橋西詰",,"Osaka Municipal Transportation Bureau",,"Hirabayashi ōhashinishi tsume"
e1f,95d,"大阪市交通局",,"杉本一丁目",,"Osaka Municipal Transportation Bureau",,"Sugimoto ichi-chōme"
e1f,95e,"大阪市交通局",,"あびこ中学校前",,"Osaka Municipal Transportation Bureau",,"Abikochūgakkōmae"
e1f,95f,"大阪市交通局",,"南住吉三丁目",,"Osaka Municipal Transportation Bureau",,"Minamisumiyoshi sanchōme"
e1f,960,"大阪市交通局",,"住吉区保健福祉センター分館",,"Osaka Municipal Transportation Bureau",,"Sumiyoshi-ku hoken fukushi sentā bunkan"
e1f,961,"大阪市交通局",,"北姫島公園",,"Osaka Municipal Transportation Bureau",,"Kita Himeshima kōen"
e1f,962,"大阪市交通局",,"鷺洲六丁目",,"Osaka Municipal Transportation Bureau",,"Sagisu roku-chōme"
e1f,963,"大阪市交通局",,"東淀工業高校前",,"Osaka Municipal Transportation Bureau",,"Higashi Yodo kōgyō Kōkōmae"
e1f,a00,"大阪市交通局",,"塩草",,"Osaka Municipal Transportation Bureau",,Shiokusa
e1f,a01,"大阪市交通局",,"三津屋南三丁目","赤バス区役所～加島駅ルート","Osaka Municipal Transportation Bureau",,"三津屋南三丁目"
e1f,a02,"大阪市交通局",,"南港税関前",,"Osaka Municipal Transportation Bureau",,"Nankō Zeikan mae"
e1f,a03,"大阪市交通局",,"酉島二丁目",,"Osaka Municipal Transportation Bureau",,"Torishima nichōme"
e1f,a04,"大阪市交通局",,"加島中",,"Osaka Municipal Transportation Bureau",,"加島中"
e1f,a05,"大阪市交通局",,"豊新三丁目",,"Osaka Municipal Transportation Bureau",,"Hōshin sanchōme"
e1f,a06,"大阪市交通局",,"新巽中学校前",,"Osaka Municipal Transportation Bureau",,"Shin Tatsuminaka Gakkōmae"
e1f,a07,"大阪市交通局",,"加美北幼稚園前",,"Osaka Municipal Transportation Bureau",,"Kamikita yōchien mae"
e1f,a09,"大阪市交通局",,"鶴見緑地公園前",,"Osaka Municipal Transportation Bureau",,"Tsurumiryokuchi Kōenmae"
e1f,a0a,"大阪市交通局",,"諸口一丁目",,"Osaka Municipal Transportation Bureau",,"Moroguchi ichi-chōme"
e1f,a0b,"大阪市交通局",,"加島南団地","赤バス区役所～加島駅ルート","Osaka Municipal Transportation Bureau",,"Kajima Minamidanchi"
e1f,a0c,"大阪市交通局",,"加島一丁目","赤バス区役所～加島駅ルート","Osaka Municipal Transportation Bureau",,"Kashima ichi-chōme"
e1f,a0d,"大阪市交通局",,"香具波志神社","赤バス区役所～加島駅ルート","Osaka Municipal Transportation Bureau",,Kaguhashijinja
e1f,a0e,"大阪市交通局",,"中ふ頭駅前",,"Osaka Municipal Transportation Bureau",,"Nakafutōeki mae"
e1f,a0f,"大阪市交通局",,"地下鉄平野",,"Osaka Municipal Transportation Bureau",,"Chikatetsu heiya"
e1f,a10,"大阪市交通局",,"瓜破小学校前",,"Osaka Municipal Transportation Bureau",,"Uriwari shōgakkō mae"
e1f,a11,"大阪市交通局",,"瓜破南",,"Osaka Municipal Transportation Bureau",,Uriwariminami
e1f,a12,"大阪市交通局",,"六反北口",,"Osaka Municipal Transportation Bureau",,"六反北口"
e1f,a13,"大阪市交通局",,"長吉出戸住宅前",,"Osaka Municipal Transportation Bureau",,"Nagayoshideto jūtaku mae"
e1f,a14,"大阪市交通局",,"加美南二丁目",,"Osaka Municipal Transportation Bureau",,"Kamiminami nichōme"
e1f,a15,"大阪市交通局",,"加美正覚寺住宅前",,"Osaka Municipal Transportation Bureau",,"Kamishōgakuji jūtaku mae"
e1f,a16,"大阪市交通局",,"六反一丁目",,"Osaka Municipal Transportation Bureau",,"六反一丁目"
e1f,a17,"大阪市交通局",,"加美南五丁目",,"Osaka Municipal Transportation Bureau",,"Kamiminami go-chōme"
e1f,a18,"大阪市交通局",,"三国本町",,"Osaka Municipal Transportation Bureau",,"Mikunihon-chō"
e1f,a19,"大阪市交通局",,"西宮原二丁目",,"Osaka Municipal Transportation Bureau",,"Nishimiyahara nichōme"
e1f,a1a,"大阪市交通局",,"センイシティー南",,"Osaka Municipal Transportation Bureau",,"Sen'ishitī minami"
e1f,a1b,"大阪市交通局",,"中島一丁目",,"Osaka Municipal Transportation Bureau",,"Nakajima ichi-chōme"
e1f,a1c,"大阪市交通局",,"川北小学校前",,"Osaka Municipal Transportation Bureau",,"Kawa kitashōgakkōmae"
e1f,a1d,"大阪市交通局",,"出来島駅前",,"Osaka Municipal Transportation Bureau",,"Dekishima ekimae"
e1f,a1e,"大阪市交通局",,"出来島一丁目",,"Osaka Municipal Transportation Bureau",,"Dekishima ichi-chōme"
e1f,a1f,"大阪市交通局",,"歌島橋バスターミナル",,"Osaka Municipal Transportation Bureau",,"Utashimabashi basutāminaru"
e1f,a20,"大阪市交通局",,"西淀川消防署前",,"Osaka Municipal Transportation Bureau",,"Nishiyodogawa shōbōsho mae"
e1f,a21,"大阪市交通局",,"北之町公園前",,"Osaka Municipal Transportation Bureau",,"Kitanomachi Kōenmae"
e1f,a22,"大阪市交通局",,"西淀川区民ホール前","赤バス西淀川ループ","Osaka Municipal Transportation Bureau",,"Nishiyodogawa kumin hōru mae"
e1f,a23,"大阪市交通局",,"竹島二丁目",,"Osaka Municipal Transportation Bureau",,"Takeshima nichōme"
e1f,a24,"大阪市交通局",,"竹島五丁目",,"Osaka Municipal Transportation Bureau",,"Takeshima go-chōme"
e1f,a25,"大阪市交通局",,"竹島三丁目",,"Osaka Municipal Transportation Bureau",,"Takeshima sanchōme"
e1f,a26,"大阪市交通局",,"新北島四丁目",,"Osaka Municipal Transportation Bureau",,"Shinkitajima yonchōme"
e1f,a27,"大阪市交通局",,"住之江郵便局前",,"Osaka Municipal Transportation Bureau",,"Suminoe yūbinkyokumae"
e1f,a28,"大阪市交通局",,"新北島八丁目",,"Osaka Municipal Transportation Bureau",,"Shinkitajima hachi-chōme"
e1f,a29,"大阪市交通局",,"新北島西公園前",,"Osaka Municipal Transportation Bureau",,"Shinkitajima nishikōenmae"
e1f,a2a,"大阪市交通局",,"南港南",,"Osaka Municipal Transportation Bureau",,"Nankōminami"
e1f,a2b,"大阪市交通局",,"かもめ大橋東詰",,"Osaka Municipal Transportation Bureau",,"Kamome dai Hashihigashidzume"
e1f,a2c,"大阪市交通局",,"かもめふ頭",,"Osaka Municipal Transportation Bureau",,"Kamomefutō"
e1f,a2d,"大阪市交通局",,"南港南六丁目",,"Osaka Municipal Transportation Bureau",,"Nankōminami roku-chōme"
e1f,a2e,"大阪市交通局",,"新北島一丁目",,"Osaka Municipal Transportation Bureau",,"Shinkitajima ichi-chōme"
e1f,a2f,"大阪市交通局",,"北巽バスターミナル",,"Osaka Municipal Transportation Bureau",,"Kitatatsumi basutāminaru"
e1f,a30,"大阪市交通局",,"南港南三丁目",,"Osaka Municipal Transportation Bureau",,"Nankōminami sanchōme"
e1f,a31,"大阪市交通局",,"南港南四丁目",,"Osaka Municipal Transportation Bureau",,"Nankōminami yonchōme"
e1f,a32,"大阪市交通局",,"食品ふ頭前",,"Osaka Municipal Transportation Bureau",,"Shokuhin futō mae"
e1f,a33,"大阪市交通局",,"加美長沢住宅前",,"Osaka Municipal Transportation Bureau",,"Kami Nagasawa jūtaku mae"
e1f,a34,"大阪市交通局",,"加美北三丁目",,"Osaka Municipal Transportation Bureau",,"Kamikita sanchōme"
e1f,a35,"大阪市交通局",,"南港バスターミナル",,"Osaka Municipal Transportation Bureau",,"Nankō basutāminaru"
e1f,a36,"大阪市交通局",,"南港渚小学校前",,"Osaka Municipal Transportation Bureau",,"Nankō nagisa shōgakkō mae"
e1f,a37,"大阪市交通局",,"加島二丁目","赤バス区役所～加島駅ルート","Osaka Municipal Transportation Bureau",,"Kashima nichōme"
e1f,a38,"大阪市交通局",,"戎島",,"Osaka Municipal Transportation Bureau",,Ebisujima
e1f,a39,"大阪市交通局",,"聖天坂",,"Osaka Municipal Transportation Bureau",,"Shōtenzaka"
e1f,a3a,"大阪市交通局",,"松虫中学校前",,"Osaka Municipal Transportation Bureau",,"Matsumushi chūgakkō mae"
e1f,a3b,"大阪市交通局",,"リフレうりわり",,"Osaka Municipal Transportation Bureau",,"Rifure uri wari"
e1f,a3c,"大阪市交通局",,"弁天町バスターミナル",,"Osaka Municipal Transportation Bureau",,"Bentenchō basutāminaru"
e1f,a3d,"大阪市交通局",,"瓜破西",,"Osaka Municipal Transportation Bureau",,Uriwarinishi
e1f,a3e,"大阪市交通局",,"瓜破西団地前",,"Osaka Municipal Transportation Bureau",,"Uriwarinishi danchi mae"
e1f,a3f,"大阪市交通局",,"歌島北","赤バス西淀川ループ","Osaka Municipal Transportation Bureau",,"Uta shimakita"
e1f,a40,"大阪市交通局",,"済生会泉尾病院前",,"Osaka Municipal Transportation Bureau",,"Saiseikai Izuo Byōinmae"
e1f,a41,"大阪市交通局",,"新千歳",,"Osaka Municipal Transportation Bureau",,"Shin Chitose"
e1f,a42,"大阪市交通局",,"すみれ北",,"Osaka Municipal Transportation Bureau",,"Sumire kita"
e1f,a43,"大阪市交通局",,"国際見本市会場前",,"Osaka Municipal Transportation Bureau",,"Kokusai mihon'ichi kaijō mae"
e1f,a44,"大阪市交通局",,"南加賀屋四丁目",,"Osaka Municipal Transportation Bureau",,"Minamikagaya yonchōme"
e1f,a45,"大阪市交通局",,"御幣島公園","みてじまこうえん","Osaka Municipal Transportation Bureau",,"Mitejima kōen"
e1f,a46,"大阪市交通局",,"十三市民病院",,"Osaka Municipal Transportation Bureau",,"Jūsōshiminbyōin"
e1f,a47,"大阪市交通局",,"南住吉二丁目",,"Osaka Municipal Transportation Bureau",,"Minamisumiyoshi nichōme"
e1f,a48,"大阪市交通局",,"北島一丁目",,"Osaka Municipal Transportation Bureau",,"Kitajima ichi-chōme"
e1f,a4a,"大阪市交通局",,"北港ヨットハーバー",,"Osaka Municipal Transportation Bureau",,"Hokukō yottohābā"
e1f,a4b,"大阪市交通局",,"新喜多東",,"Osaka Municipal Transportation Bureau",,Shigitahigashi
e1f,a4c,"大阪市交通局",,"鶴見緑地西",,"Osaka Municipal Transportation Bureau",,"Tsurumiryokuchi nishi"
e1f,a4d,"大阪市交通局",,"鶴見商業高校前",,"Osaka Municipal Transportation Bureau",,"Tsurumi Shōgyōkōkōmae"
e1f,a4e,"大阪市交通局",,"南港中央公園",,"Osaka Municipal Transportation Bureau",,"Nankō Chūōkōen"
e1f,a4f,"大阪市交通局",,"南泉尾",,"Osaka Municipal Transportation Bureau",,Minamiizuo
e1f,a50,"大阪市交通局",,"背戸口四丁目",,"Osaka Municipal Transportation Bureau",,"Setoguchi yonchōme"
e1f,a51,"大阪市交通局",,"酉島六丁目",,"Osaka Municipal Transportation Bureau",,"Torishima roku-chōme"
e1f,a52,"大阪市交通局",,"南港南五丁目",,"Osaka Municipal Transportation Bureau",,"Nankōminami go-chōme"
e1f,a53,"大阪市交通局",,"中開一丁目",,"Osaka Municipal Transportation Bureau",,"Nakabiraki ichi-chōme"
e1f,a54,"大阪市交通局",,"浪速西四丁目",,"Osaka Municipal Transportation Bureau",,"Naniwanishi yonchōme"
e1f,a55,"大阪市交通局",,"出城三丁目",,"Osaka Municipal Transportation Bureau",,"Dejiro sanchōme"
e1f,a56,"大阪市交通局",,"西加賀屋三丁目",,"Osaka Municipal Transportation Bureau",,"Nishikagaya sanchōme"
e1f,a57,"大阪市交通局",,"吉野二丁目",,"Osaka Municipal Transportation Bureau",,"Yoshino nichōme"
e1f,a58,"大阪市交通局",,"横堤バスターミナル",,"Osaka Municipal Transportation Bureau",,"Yokodzutsumi basutāminaru"
e1f,a59,"大阪市交通局",,"城見一丁目",,"Osaka Municipal Transportation Bureau",,"Shiromi ichi-chōme"
e1f,a5a,"大阪市交通局",,"鴫野西一丁目",,"Osaka Municipal Transportation Bureau",,"Shiginonishi ichi-chōme"
e1f,a5b,"大阪市交通局",,"鴫野西三丁目",,"Osaka Municipal Transportation Bureau",,"Shiginonishi sanchōme"
e1f,a5c,"大阪市交通局",,"新喜多東二丁目",,"Osaka Municipal Transportation Bureau",,"Shigitahigashi nichōme"
e1f,a5d,"大阪市交通局",,"酉島五丁目",,"Osaka Municipal Transportation Bureau",,"Torishima go-chōme"
e1f,a5e,"大阪市交通局",,"常吉一丁目西",,"Osaka Municipal Transportation Bureau",,"Tsuneyoshi ichi-chōme nishi"
e1f,a5f,"大阪市交通局",,"大和田二丁目",,"Osaka Municipal Transportation Bureau",,"大和田二丁目"
e1f,a61,"大阪市交通局",,"北江口一丁目",,"Osaka Municipal Transportation Bureau",,"Kitaeguchi ichi-chōme"
e1f,a62,"大阪市交通局",,"相川駅前",,"Osaka Municipal Transportation Bureau",,"Aikawa ekimae"
e1f,a63,"大阪市交通局",,"磯路三丁目",,"Osaka Municipal Transportation Bureau",,"Isoji sanchōme"
e1f,b00,"大阪市交通局",,"港区民センター前",,"Osaka Municipal Transportation Bureau",,"Minatoku-min sentā mae"
e1f,b01,"大阪市交通局",,"北港二丁目",,"Osaka Municipal Transportation Bureau",,"Hokukō nichōme"
e1f,b02,"大阪市交通局",,"鯰江東小学校前",,"Osaka Municipal Transportation Bureau",,"Namazuehigashi shōgakkō mae"
e1f,b03,"大阪市交通局",,"焼野一丁目",,"Osaka Municipal Transportation Bureau",,"Yakeno ichi-chōme"
e1f,b04,"大阪市交通局",,"布施駅前",,"Osaka Municipal Transportation Bureau",,"Fuse ekimae"
e1f,b05,"大阪市交通局",,"堺駅西口",,"Osaka Municipal Transportation Bureau",,Sakaiekinishiguchi
e1f,b06,"大阪市交通局",,"舞洲スポーツアイランド",,"Osaka Municipal Transportation Bureau",,"Maeshima supōtsuairando"
e1f,b07,"大阪市交通局",,"総合医療センター前",,"Osaka Municipal Transportation Bureau",,"Sōgō iryō sentā mae"
e1f,b0a,"大阪市交通局",,"クラフトパーク",,"Osaka Municipal Transportation Bureau",,"Kurafutopāku"
e1f,b0b,"大阪市交通局",,"アミティ舞洲",,"Osaka Municipal Transportation Bureau",,"Amiti maeshima"
e1f,b0c,"大阪市交通局",,"ドーム前千代崎",,"Osaka Municipal Transportation Bureau",,"Dōmu zen Chiyozaki"
e1f,b11,"大阪市交通局",,"ユニバーサル・スタジオ・ジャパン",,"Osaka Municipal Transportation Bureau",,"Yunibāsaru sutajio japan"
e1f,b12,"大阪市交通局",,"此花大橋西詰",,"Osaka Municipal Transportation Bureau",,"Konohana ōhashinishi tsume"
e1f,b13,"大阪市交通局",,"舞洲緑地前",,"Osaka Municipal Transportation Bureau",,"Maishimaryokuchi mae"
e1f,b14,"大阪市交通局",,"苅田三丁目",,"Osaka Municipal Transportation Bureau",,"Kanda sanchōme"
e1f,b16,"大阪市交通局",,"豊崎東小学校前","赤バス長柄東～大淀中ルート","Osaka Municipal Transportation Bureau",,"Toyosaki azumashōgakkō mae"
e1f,b17,"大阪市交通局",,"長柄中","赤バス長柄東～大淀中ルート","Osaka Municipal Transportation Bureau",,Nagaranaka
e1f,b18,"大阪市交通局",,"平野馬場一丁目",,"Osaka Municipal Transportation Bureau",,"Hiranobaba ichi-chōme"
e1f,b19,"大阪市交通局",,"舞洲東","まいしまひがし","Osaka Municipal Transportation Bureau",,Maishimahigashi
e1f,b1a,"大阪市交通局",,"舞洲中央",,"Osaka Municipal Transportation Bureau",,"Maeshima chūō"
e1f,b1c,"大阪市交通局",,"阿倍野筋商店街前",,"Osaka Municipal Transportation Bureau",,"Abenosuji shōten-gai mae"
e1f,b1d,"大阪市交通局",,"道修町",,"Osaka Municipal Transportation Bureau",,"Dōshūchō"
